paragraph_id,label,number_of_sentences,mean_sentence_length,median_sentence_length,standard_deviation_sentence_length,coefficient_of_variation_sentence_length,minimum_sentence_length,maximum_sentence_length,mean_word_length,median_word_length,standard_deviation_word_length
tale_of_two_cities_TMob M_P2,AI,8,26.25,25.0,4.293891009329417,0.16357680035540634,22,36,5.019047619047619,5.0,2.6438822550720382
tale_of_two_cities_TMob M_P3,Human,3,28.333333333333332,26.0,7.1336448530109,0.25177570069450234,21,38,4.541176470588235,3.0,2.637079227329181
tale_of_two_cities_TMob M_P3,AI,3,24.666666666666668,26.0,2.6246692913372702,0.10640551181097041,21,27,4.702702702702703,4.5,2.2644713584490175
tale_of_two_cities_TMob M_P4,Human,6,3.1666666666666665,1.5,3.5784850922639815,1.1300479238728363,1,11,3.5294117647058822,4.0,1.288758958835685
tale_of_two_cities_TMob M_P4,AI,5,3.6,1.0,4.2708313008125245,1.186342028003479,1,12,4.3125,4.5,1.7929985359726315
tale_of_two_cities_TMob M_P5,Human,7,35.857142857142854,40.0,8.609439527611064,0.24010389120827672,18,45,4.350597609561753,4.0,2.295975528381467
tale_of_two_cities_TMob M_P5,AI,3,33.333333333333336,34.0,2.494438257849294,0.07483314773547882,30,36,4.92,4.0,2.640757467091592
tale_of_two_cities_TMob M_P6,Human,5,5.2,6.0,3.3105890714493698,0.6366517445094941,1,10,3.96,4.0,1.370547335920945
tale_of_two_cities_TMob M_P6,AI,3,9.0,7.0,6.683312551921141,0.7425902835467935,2,18,3.962962962962963,4.0,1.5748364167014297
tale_of_two_cities_TMob M_P7,Human,8,22.125,25.0,10.300940491042553,0.4655792312335617,2,37,4.378531073446328,4.0,2.400139376931152
tale_of_two_cities_TMob M_P7,AI,4,25.0,30.5,11.640446726822816,0.46561786907291264,5,34,4.55,4.0,2.2643983748448506
tale_of_two_cities_TMob M_P8,Human,2,72.0,72.0,71.0,0.9861111111111112,1,143,4.216783216783217,3.0,2.3389073419876296
tale_of_two_cities_TMob M_P8,AI,2,28.5,28.5,27.5,0.9649122807017544,1,56,4.464285714285714,4.0,2.052561863643002
tale_of_two_cities_TMob M_P9,Human,5,48.0,46.0,22.054478003344354,0.4594682917363407,21,87,4.620833333333334,4.0,2.3242344916600435
tale_of_two_cities_TMob M_P9,AI,3,25.666666666666668,24.0,3.0912061651652345,0.12043660383760653,23,30,4.714285714285714,4.0,2.284090332197935
tale_of_two_cities_TMob M_P10,Human,7,41.714285714285715,46.0,19.89051666149536,0.4768274542139299,4,73,4.633561643835616,4.0,2.2313082776168964
tale_of_two_cities_TMob M_P10,AI,3,24.0,23.0,6.164414002968976,0.25685058345704065,17,32,4.805555555555555,5.0,2.132023614165196
tale_of_two_cities_TMob M_P11,Human,12,27.0,24.5,11.052903087726168,0.4093667810268951,10,49,4.592592592592593,4.0,2.3268575628881587
tale_of_two_cities_TMob M_P11,AI,3,22.333333333333332,23.0,3.299831645537222,0.14775365577032337,18,26,5.029850746268656,5.0,2.2657090040771255
tale_of_two_cities_TMob M_P12,Human,5,13.2,7.0,14.455448799674121,1.0951097575510698,1,41,4.246153846153846,4.0,2.1485649538579805
tale_of_two_cities_TMob M_P12,AI,4,6.25,4.5,5.261891294962297,0.8419026071939675,1,15,4.5,4.0,2.5
tale_of_two_cities_TMob M_P13,Human,6,21.5,24.5,9.691061173404421,0.45074703132113586,1,31,4.395348837209302,4.0,2.4221798262867975
tale_of_two_cities_TMob M_P13,AI,3,19.0,26.0,12.832251036613439,0.6753816335059705,1,30,4.649122807017544,4.0,2.488508523017143
tale_of_two_cities_TMob M_P14,Human,8,28.75,33.0,12.764697411219743,0.44398947517286064,6,45,4.834782608695652,4.0,2.72166967545774
tale_of_two_cities_TMob M_P14,AI,4,16.5,21.0,9.013878188659973,0.5462956477975741,1,23,4.515151515151516,4.5,2.0906894922012533
tale_of_two_cities_TMob M_P15,Human,5,50.6,55.0,13.230268326832983,0.26146775349472295,30,68,4.549407114624506,4.0,2.3088011801785036
tale_of_two_cities_TMob M_P15,AI,4,24.25,24.0,3.491060010942235,0.14396123756462825,20,29,4.618556701030927,4.0,2.1076360871011324
tale_of_two_cities_TMob M_P16,Human,2,2.5,2.5,1.5,0.6,1,4,3.75,3.0,1.920286436967152
tale_of_two_cities_TMob M_P16,AI,1,12.0,12.0,0.0,0.0,12,12,3.8333333333333335,3.0,1.724013405464767
tale_of_two_cities_TMob M_P17,Human,2,2.5,2.5,1.5,0.6,1,4,3.5,3.0,1.5
tale_of_two_cities_TMob M_P17,AI,2,2.5,2.5,1.5,0.6,1,4,4.0,3.0,2.345207879911715
tale_of_two_cities_TMob M_P18,Human,3,1.3333333333333333,1.0,0.4714045207910317,0.3535533905932738,1,2,4.333333333333333,5.0,1.699673171197595
tale_of_two_cities_TMob M_P18,AI,2,6.5,6.5,5.5,0.8461538461538461,1,12,3.5384615384615383,3.0,1.2162606385262997
tale_of_two_cities_TMob M_P19,Human,2,3.5,3.5,2.5,0.7142857142857143,1,6,3.0,3.5,1.1547005383792515
tale_of_two_cities_TMob M_P19,AI,2,3.5,3.5,2.5,0.7142857142857143,1,6,3.0,3.0,0.816496580927726
tale_of_two_cities_TMob M_P20,Human,1,36.0,36.0,0.0,0.0,36,36,4.333333333333333,4.0,2.2360679774997894
tale_of_two_cities_TMob M_P20,AI,1,17.0,17.0,0.0,0.0,17,17,4.470588235294118,4.0,1.6130952000943632
tale_of_two_cities_TMob M_P21,Human,3,4.666666666666667,1.0,5.185449728701348,1.1111677990074318,1,12,3.4615384615384617,3.0,1.7371676600978794
tale_of_two_cities_TMob M_P21,AI,1,14.0,14.0,0.0,0.0,14,14,4.214285714285714,3.0,2.6773806877130446
tale_of_two_cities_TMob M_P22,Human,2,26.5,26.5,1.5,0.05660377358490566,25,28,4.622641509433962,4.0,2.78964672879641
tale_of_two_cities_TMob M_P22,AI,1,38.0,38.0,0.0,0.0,38,38,4.605263157894737,4.0,2.0842703340701187
tale_of_two_cities_TMob M_P23,Human,2,3.5,3.5,2.5,0.7142857142857143,1,6,4.5,4.5,1.3844373104863459
tale_of_two_cities_TMob M_P23,AI,1,15.0,15.0,0.0,0.0,15,15,4.666666666666667,5.0,2.2110831935702664
tale_of_two_cities_TMob M_P24,Human,2,14.0,14.0,3.0,0.21428571428571427,11,17,3.857142857142857,3.0,2.3255457994428155
tale_of_two_cities_TMob M_P24,AI,2,11.0,11.0,10.0,0.9090909090909091,1,21,3.5238095238095237,3.0,2.1738499448596813
tale_of_two_cities_TMob M_P25,Human,2,2.0,2.0,0.0,0.0,2,2,4.75,5.0,2.8613807855648994
tale_of_two_cities_TMob M_P25,AI,2,2.0,2.0,0.0,0.0,2,2,4.75,5.0,2.8613807855648994
tale_of_two_cities_TMob M_P26,Human,5,11.2,9.0,7.194442299441979,0.6423609195930339,1,22,3.727272727272727,3.0,2.400413187573002
tale_of_two_cities_TMob M_P26,AI,4,8.5,9.0,6.5383484153110105,0.7692174606248248,1,15,3.909090909090909,4.0,2.3402102516736756
tale_of_two_cities_TMob M_P27,Human,5,25.4,16.0,12.076423311560422,0.4754497366756072,15,43,4.377952755905512,4.0,2.8888303326227702
tale_of_two_cities_TMob M_P27,AI,3,18.666666666666668,17.0,3.0912061651652345,0.16560033027670898,16,23,4.392857142857143,4.0,2.7495361389863264
tale_of_two_cities_TMob M_P28,Human,2,4.5,4.5,3.5,0.7777777777777778,1,8,3.875,3.5,1.6909686573085854
tale_of_two_cities_TMob M_P28,AI,1,12.0,12.0,0.0,0.0,12,12,4.166666666666667,3.0,2.6404965862924765
tale_of_two_cities_TMob M_P29,Human,3,4.333333333333333,6.0,2.357022603955158,0.5439282932204211,1,6,3.1666666666666665,3.0,0.9860132971832695
tale_of_two_cities_TMob M_P29,AI,3,4.0,5.0,2.160246899469287,0.5400617248673217,1,6,3.1818181818181817,3.0,1.02851895445316
tale_of_two_cities_TMob M_P30,Human,5,4.4,4.0,2.727636339397171,0.6199173498629934,1,8,4.75,4.5,2.321098877687032
tale_of_two_cities_TMob M_P30,AI,4,6.0,6.0,4.527692569068709,0.7546154281781181,1,11,4.545454545454546,5.0,2.250803346025445
tale_of_two_cities_TMob M_P31,Human,2,3.0,3.0,2.0,0.6666666666666666,1,5,4.0,3.0,1.5491933384829668
tale_of_two_cities_TMob M_P31,AI,2,3.0,3.0,2.0,0.6666666666666666,1,5,4.0,3.0,1.5491933384829668
tale_of_two_cities_TMob M_P32,Human,3,7.0,4.0,6.48074069840786,0.9258200997725515,1,16,4.75,4.5,2.2107690969434146
tale_of_two_cities_TMob M_P32,AI,2,5.5,5.5,2.5,0.45454545454545453,3,8,3.8181818181818183,4.0,2.0368505911280073
tale_of_two_cities_TMob M_P33,Human,2,64.5,64.5,2.5,0.03875968992248062,62,67,4.465116279069767,4.0,2.408146740319885
tale_of_two_cities_TMob M_P33,AI,2,4.0,4.0,3.0,0.75,1,7,5.0,4.0,2.2677868380553634
tale_of_two_cities_TMob M_P34,Human,2,19.0,19.0,1.0,0.05263157894736842,18,20,5.5,5.0,3.050021570242966
tale_of_two_cities_TMob M_P34,AI,1,23.0,23.0,0.0,0.0,23,23,5.043478260869565,5.0,2.493090641188078
tale_of_two_cities_TMob M_P35,Human,4,21.25,21.5,2.384848003542364,0.11222814134317008,18,24,4.447058823529412,4.0,2.204305318624501
tale_of_two_cities_TMob M_P35,AI,1,17.0,17.0,0.0,0.0,17,17,4.882352941176471,5.0,1.996536793938487
tale_of_two_cities_TMob M_P36,Human,2,2.5,2.5,1.5,0.6,1,4,4.5,4.5,2.5
tale_of_two_cities_TMob M_P36,AI,2,2.5,2.5,1.5,0.6,1,4,4.5,4.5,2.5
tale_of_two_cities_TMob M_P37,Human,4,3.5,3.0,2.179449471770337,0.6226998490772392,1,7,2.923076923076923,3.0,1.7303418275695372
tale_of_two_cities_TMob M_P37,AI,4,4.5,3.5,3.3541019662496847,0.7453559924999299,1,10,3.5294117647058822,3.0,2.2259868151087647
tale_of_two_cities_TMob M_P38,Human,3,1.3333333333333333,1.0,0.4714045207910317,0.3535533905932738,1,2,2.6666666666666665,2.0,0.9428090415820634
tale_of_two_cities_TMob M_P38,AI,2,1.5,1.5,0.5,0.3333333333333333,1,2,3.0,3.0,1.0
tale_of_two_cities_TMob M_P39,Human,3,42.333333333333336,54.0,17.21110752456745,0.4065615950685224,18,55,4.409448818897638,4.0,2.4019491124332917
tale_of_two_cities_TMob M_P39,AI,1,23.0,23.0,0.0,0.0,23,23,4.695652173913044,5.0,2.4394365459313976
tale_of_two_cities_TMob M_P40,Human,4,10.25,8.0,8.46684711093805,0.826033864481761,1,24,4.0256410256410255,3.0,1.967520624948808
tale_of_two_cities_TMob M_P40,AI,3,7.666666666666667,7.0,5.734883511361751,0.7480282840906631,1,15,3.857142857142857,3.0,2.0767583321291925
tale_of_two_cities_TMob M_P41,Human,2,5.0,5.0,4.0,0.8,1,9,3.2,3.5,1.16619037896906
tale_of_two_cities_TMob M_P41,AI,2,9.0,9.0,3.0,0.3333333333333333,6,12,4.111111111111111,4.0,2.0245407953653998
tale_of_two_cities_TMob M_P42,Human,1,32.0,32.0,0.0,0.0,32,32,4.09375,4.0,1.8933993074626387
tale_of_two_cities_TMob M_P42,AI,3,9.666666666666666,9.0,7.363574011458175,0.761749035668087,1,19,4.178571428571429,4.0,2.00095640397592
tale_of_two_cities_TMob M_P43,Human,6,13.833333333333334,16.0,9.405967373014976,0.6799494486516849,1,26,4.475609756097561,3.5,2.6329321953424234
tale_of_two_cities_TMob M_P43,AI,4,5.75,6.5,3.112474899497183,0.5412999825212492,1,9,4.0476190476190474,4.0,1.963383631246505
tale_of_two_cities_TMob M_P44,Human,3,7.0,10.0,4.242640687119285,0.6060915267313264,1,10,4.0,4.0,1.8918106058538346
tale_of_two_cities_TMob M_P44,AI,4,6.5,5.5,5.024937810560445,0.7730673554708377,1,14,3.6,3.0,1.6492422502470645
tale_of_two_cities_TMob M_P45,Human,6,10.833333333333334,4.0,12.615026313444172,1.1644639673948467,1,36,3.859375,3.0,1.9273296576805432
tale_of_two_cities_TMob M_P45,AI,2,2.0,2.0,0.0,0.0,2,2,4.0,3.5,1.8708286933869707
tale_of_two_cities_TMob M_P46,Human,2,2.0,2.0,0.0,0.0,2,2,4.0,3.5,1.8708286933869707
tale_of_two_cities_TMob M_P46,AI,1,13.0,13.0,0.0,0.0,13,13,5.0,4.0,2.385855756810896
tale_of_two_cities_TMob M_P47,Human,2,10.0,10.0,2.0,0.2,8,12,4.526315789473684,3.0,2.5416203089788705
tale_of_two_cities_TMob M_P47,AI,1,26.0,26.0,0.0,0.0,26,26,4.1923076923076925,3.0,2.7598666462938826
tale_of_two_cities_TMob M_P48,Human,4,35.75,34.0,5.7608593109014565,0.16114291778745332,30,45,4.265734265734266,4.0,2.196472215876988
tale_of_two_cities_TMob M_P48,AI,1,31.0,31.0,0.0,0.0,31,31,4.466666666666667,4.5,1.6275407487644937
tale_of_two_cities_TClass_P1,Human,6,24.666666666666668,23.5,17.035909785574184,0.6906449913070615,1,51,5.04054054054054,4.0,2.891923465349238
tale_of_two_cities_TClass_P1,AI,6,21.166666666666668,23.0,10.542243067245645,0.4980587275864084,1,33,5.582677165354331,5.0,2.7620628627861668
tale_of_two_cities_TClass_P2,Human,5,50.6,55.0,13.230268326832983,0.26146775349472295,30,68,4.549407114624506,4.0,2.3088011801785036
tale_of_two_cities_TClass_P2,AI,6,28.0,28.0,8.563488385776752,0.3058388709205983,13,38,5.285714285714286,5.0,2.6617727201257138
tale_of_two_cities_TClass_P3,Human,4,79.5,57.0,67.02424934305493,0.8430723187805652,16,188,4.7924528301886795,4.0,2.6848643353710324
tale_of_two_cities_TClass_P3,AI,10,20.8,20.0,7.678541528180988,0.3691606503933167,11,31,5.485576923076923,5.0,2.7959076642764447
tale_of_two_cities_TClass_P4,Human,3,28.333333333333332,26.0,7.1336448530109,0.25177570069450234,21,38,4.541176470588235,3.0,2.637079227329181
tale_of_two_cities_TClass_P4,AI,4,18.75,18.0,1.920286436967152,0.1024152766382481,17,22,5.24,5.0,2.652495680172417
tale_of_two_cities_TClass_P5,Human,7,35.857142857142854,40.0,8.609439527611064,0.24010389120827672,18,45,4.350597609561753,4.0,2.295975528381467
tale_of_two_cities_TClass_P5,AI,7,22.857142857142858,22.0,6.081084758226504,0.26604745817240955,15,32,4.96875,5.0,2.6038958192485353
tale_of_two_cities_TClass_P6,Human,5,5.2,6.0,3.3105890714493698,0.6366517445094941,1,10,3.96,4.0,1.370547335920945
tale_of_two_cities_TClass_P6,AI,3,8.0,8.0,4.898979485566356,0.6123724356957945,2,14,4.791666666666667,4.0,2.4148700218070167
tale_of_two_cities_TClass_P7,Human,8,22.125,25.0,10.300940491042553,0.4655792312335617,2,37,4.378531073446328,4.0,2.400139376931152
tale_of_two_cities_TClass_P7,AI,8,14.75,17.0,5.539629951540085,0.37556813230780234,5,21,5.093220338983051,5.0,2.4598032446312024
tale_of_two_cities_TClass_P8,Human,2,72.0,72.0,71.0,0.9861111111111112,1,143,4.216783216783217,3.0,2.3389073419876296
tale_of_two_cities_TClass_P8,AI,7,9.285714285714286,7.0,7.6478621796138135,0.8236159270353337,1,25,4.492063492063492,4.0,2.531534548563762
tale_of_two_cities_TClass_P9,Human,5,48.0,46.0,22.054478003344354,0.4594682917363407,21,87,4.620833333333334,4.0,2.3242344916600435
tale_of_two_cities_TClass_P9,AI,9,14.88888888888889,15.0,4.201704533597564,0.28220403583864234,9,23,5.231343283582089,5.0,2.3145038445281285
tale_of_two_cities_TClass_P10,Human,7,41.714285714285715,46.0,19.89051666149536,0.4768274542139299,4,73,4.633561643835616,4.0,2.2313082776168964
tale_of_two_cities_TClass_P10,AI,8,15.75,17.0,4.763139720814412,0.30242156957551825,9,22,5.087301587301587,5.0,2.4463119026236444
tale_of_two_cities_TClass_P11,Human,12,27.0,24.5,11.052903087726168,0.4093667810268951,10,49,4.592592592592593,4.0,2.3268575628881587
tale_of_two_cities_TClass_P11,AI,6,7.166666666666667,6.5,4.2196629670573875,0.588790181449868,1,13,4.928571428571429,5.0,2.414173003849767
tale_of_two_cities_TClass_P12,Human,5,13.2,7.0,14.455448799674121,1.0951097575510698,1,41,4.246153846153846,4.0,2.1485649538579805
tale_of_two_cities_TClass_P12,AI,3,18.0,17.0,2.160246899469287,0.1200137166371826,16,21,4.407407407407407,4.0,2.1902013988107436
tale_of_two_cities_TClass_P13,Human,6,21.5,24.5,9.691061173404421,0.45074703132113586,1,31,4.395348837209302,4.0,2.4221798262867975
tale_of_two_cities_TClass_P13,AI,3,10.333333333333334,12.0,7.039570693980959,0.681248776836867,1,18,4.838709677419355,4.0,2.5028599666155897
tale_of_two_cities_TClass_P14,Human,4,11.0,12.5,6.670832032063167,0.6064392756421061,1,18,4.613636363636363,4.0,2.238261389915569
tale_of_two_cities_TClass_P14,AI,5,3.8,4.0,1.7204650534085253,0.45275396142329616,1,6,5.0,4.0,2.6121886248440607
tale_of_two_cities_TClass_P15,Human,2,25.5,25.5,11.5,0.45098039215686275,14,37,4.078431372549019,3.0,2.046931105624375
tale_of_two_cities_TClass_P15,AI,2,17.0,17.0,2.0,0.11764705882352941,15,19,3.8823529411764706,4.0,2.040252376002897
tale_of_two_cities_TClass_P16,Human,4,5.0,5.0,2.9154759474226504,0.5830951894845301,1,9,4.333333333333333,4.0,2.1081851067789197
tale_of_two_cities_TClass_P16,AI,2,5.5,5.5,0.5,0.09090909090909091,5,6,3.9,3.0,1.972308292331602
tale_of_two_cities_TClass_P17,Human,1,8.0,8.0,0.0,0.0,8,8,4.375,4.0,1.79843682124227
tale_of_two_cities_TClass_P17,AI,1,16.0,16.0,0.0,0.0,16,16,5.1875,5.0,2.3774658252012792
tale_of_two_cities_TClass_P18,Human,4,3.5,3.0,2.179449471770337,0.6226998490772392,1,7,2.923076923076923,3.0,1.7303418275695372
tale_of_two_cities_TClass_P18,AI,2,4.0,4.0,1.0,0.25,3,5,4.285714285714286,3.0,2.1189138534559038
tale_of_two_cities_TClass_P19,Human,2,2.5,2.5,1.5,0.6,1,4,4.5,4.5,2.5
tale_of_two_cities_TClass_P19,AI,1,11.0,11.0,0.0,0.0,11,11,4.545454545454546,4.0,2.6752616308294837
tale_of_two_cities_TClass_P20,Human,2,5.0,5.0,4.0,0.8,1,9,3.5555555555555554,3.0,1.5713484026367723
tale_of_two_cities_TClass_P20,AI,3,2.6666666666666665,3.0,1.247219128924647,0.46770717334674267,1,4,4.0,4.0,1.5118578920369088
tale_of_two_cities_TClass_P21,Human,3,32.333333333333336,31.0,6.599663291074443,0.20411329766209618,25,41,4.690721649484536,4.0,2.267478843112828
tale_of_two_cities_TClass_P21,AI,2,20.5,20.5,6.5,0.3170731707317073,14,27,4.878048780487805,5.0,2.0145219362833466
tale_of_two_cities_TClass_P22,Human,8,6.25,4.0,7.996092795859738,1.2793748473375581,1,27,4.297872340425532,4.0,2.182277685950312
tale_of_two_cities_TClass_P22,AI,4,5.0,5.0,2.9154759474226504,0.5830951894845301,1,9,4.611111111111111,4.0,1.860074338087023
tale_of_two_cities_TClass_P23,Human,10,4.7,5.5,2.238302928559939,0.4762346656510509,1,8,4.466666666666667,4.0,2.0933757957476775
tale_of_two_cities_TClass_P23,AI,10,4.2,4.5,1.98997487421324,0.47380354147934284,1,7,4.475,4.0,2.280213805764714
tale_of_two_cities_TClass_P24,Human,4,6.75,4.0,6.7592529172978875,1.00137080256265,1,18,3.6923076923076925,4.0,1.5384615384615385
tale_of_two_cities_TClass_P24,AI,3,7.0,3.0,7.118052168020874,1.0168645954315534,1,17,4.2,4.0,2.0639767440550294
tale_of_two_cities_TClass_P25,Human,2,5.0,5.0,4.0,0.8,1,9,3.888888888888889,3.0,1.9688939051854832
tale_of_two_cities_TClass_P25,AI,2,3.0,3.0,2.0,0.6666666666666666,1,5,5.4,4.0,3.555277766926235
tale_of_two_cities_TClass_P26,Human,2,4.0,4.0,3.0,0.75,1,7,3.4285714285714284,3.0,1.2936264483053452
tale_of_two_cities_TClass_P26,AI,2,3.5,3.5,2.5,0.7142857142857143,1,6,4.0,3.5,1.9148542155126762
tale_of_two_cities_TClass_P27,Human,6,34.833333333333336,30.5,19.299539430313413,0.5540537635496673,14,71,4.3971291866028706,4.0,2.4358155718480066
tale_of_two_cities_TClass_P27,AI,5,17.0,17.0,4.69041575982343,0.27590680940137824,11,24,4.964705882352941,5.0,2.1663037580908036
tale_of_two_cities_TClass_P28,Human,2,2.0,2.0,0.0,0.0,2,2,4.0,3.5,1.8708286933869707
tale_of_two_cities_TClass_P28,AI,1,1.0,1.0,0.0,0.0,1,1,0.0,0.0,0.0
tale_of_two_cities_TClass_P29,Human,3,13.0,4.0,14.89966442575134,1.146128032750103,1,34,3.4210526315789473,3.0,1.9819126719750246
tale_of_two_cities_TClass_P29,AI,2,11.0,11.0,4.0,0.36363636363636365,7,15,4.409090909090909,3.5,2.3866882896045594
tale_of_two_cities_TClass_P30,Human,3,18.0,14.0,6.377042156569663,0.35428011980942575,13,27,4.796296296296297,4.5,2.344257203920771
tale_of_two_cities_TClass_P30,AI,2,17.0,17.0,5.0,0.29411764705882354,12,22,5.411764705882353,5.5,2.901497048267888
tale_of_two_cities_TClass_P31,Human,2,64.5,64.5,2.5,0.03875968992248062,62,67,4.465116279069767,4.0,2.408146740319885
tale_of_two_cities_TClass_P31,AI,4,18.25,18.5,5.261891294962297,0.2883228106828656,11,25,4.876712328767123,4.0,2.7094214389207925
tale_of_two_cities_TClass_P32,Human,3,1.3333333333333333,1.0,0.4714045207910317,0.3535533905932738,1,2,3.3333333333333335,3.0,1.247219128924647
tale_of_two_cities_TClass_P32,AI,3,1.3333333333333333,1.0,0.4714045207910317,0.3535533905932738,1,2,4.333333333333333,5.0,1.699673171197595
tale_of_two_cities_TClass_P33,Human,2,1.0,1.0,0.0,0.0,1,1,7.0,7.0,0.0
tale_of_two_cities_TClass_P33,AI,2,1.0,1.0,0.0,0.0,1,1,7.0,7.0,0.0
tale_of_two_cities_TClass_P34,Human,2,12.5,12.5,11.5,0.92,1,24,3.8333333333333335,4.0,1.9720265943665387
tale_of_two_cities_TClass_P34,AI,3,9.333333333333334,8.0,7.408703590297623,0.793789670389031,1,19,4.0,3.0,2.2443344307471285
tale_of_two_cities_TClass_P35,Human,2,5.0,5.0,4.0,0.8,1,9,3.2,3.5,1.16619037896906
tale_of_two_cities_TClass_P35,AI,2,4.0,4.0,2.0,0.5,2,6,4.875,4.5,2.7128168017763383
tale_of_two_cities_TClass_P36,Human,2,15.0,15.0,14.0,0.9333333333333333,1,29,4.206896551724138,3.0,2.7962944734776953
tale_of_two_cities_TClass_P36,AI,2,8.0,8.0,7.0,0.875,1,15,5.066666666666666,4.0,3.492213560989012
tale_of_two_cities_TClass_P37,Human,3,10.333333333333334,11.0,7.363574011458175,0.7126039365927266,1,19,4.225806451612903,4.0,1.9295608295146038
tale_of_two_cities_TClass_P37,AI,4,6.5,7.0,3.840572873934304,0.5908573652206621,1,11,4.5,4.0,2.257466244742952
tale_of_two_cities_TClass_P38,Human,2,1.5,1.5,0.5,0.3333333333333333,1,2,4.5,4.5,1.5
tale_of_two_cities_TClass_P38,AI,2,1.5,1.5,0.5,0.3333333333333333,1,2,4.5,4.5,1.5
tale_of_two_cities_TClass_P39,Human,2,1.5,1.5,0.5,0.3333333333333333,1,2,3.5,3.5,0.5
tale_of_two_cities_TClass_P39,AI,2,1.5,1.5,0.5,0.3333333333333333,1,2,5.5,5.5,1.5
tale_of_two_cities_TClass_P40,Human,3,9.333333333333334,6.0,8.498365855987974,0.9105391988558542,1,21,3.814814814814815,4.0,1.866607876793208
tale_of_two_cities_TClass_P40,AI,3,3.6666666666666665,4.0,2.0548046676563256,0.5604012729971798,1,6,5.4,5.0,2.973213749463701
tale_of_two_cities_TClass_P41,Human,6,7.833333333333333,7.0,4.94694069321861,0.6315243438151418,1,16,4.022222222222222,4.0,2.049269668159734
tale_of_two_cities_TClass_P41,AI,7,5.142857142857143,5.0,2.0995626366712954,0.40824829046386296,1,8,4.323529411764706,4.0,2.297320539432766
tale_of_two_cities_TClass_P42,Human,2,2.0,2.0,1.0,0.5,1,3,2.6666666666666665,3.0,1.247219128924647
tale_of_two_cities_TClass_P42,AI,2,2.0,2.0,1.0,0.5,1,3,5.0,3.0,3.559026084010437
tale_of_two_cities_TClass_P43,Human,3,7.333333333333333,9.0,4.642796092394707,0.6331085580538237,1,12,3.5,3.0,1.6881943016134133
tale_of_two_cities_TClass_P43,AI,1,10.0,10.0,0.0,0.0,10,10,4.1,3.5,2.7730849247724096
tale_of_two_cities_TClass_P44,Human,2,2.0,2.0,1.0,0.5,1,3,4.333333333333333,4.0,1.247219128924647
tale_of_two_cities_TClass_P44,AI,2,2.0,2.0,1.0,0.5,1,3,4.333333333333333,4.0,1.247219128924647
tale_of_two_cities_TClass_P45,Human,2,1.5,1.5,0.5,0.3333333333333333,1,2,4.0,4.0,1.0
tale_of_two_cities_TClass_P45,AI,2,1.5,1.5,0.5,0.3333333333333333,1,2,4.0,4.0,1.0
tale_of_two_cities_TClass_P46,Human,3,34.0,32.0,5.887840577551898,0.17317178169270286,28,42,4.147058823529412,3.0,2.2983244486037204
tale_of_two_cities_TClass_P46,AI,4,13.75,13.5,1.479019945774904,0.10756508696544756,12,16,4.7272727272727275,4.0,2.1187864919210497
tale_of_two_cities_TClass_P47,Human,2,2.0,2.0,1.0,0.5,1,3,3.0,3.0,0.816496580927726
tale_of_two_cities_TClass_P47,AI,2,1.0,1.0,0.0,0.0,1,1,10.0,10.0,0.0
tale_of_two_cities_TClass_P48,Human,2,5.0,5.0,4.0,0.8,1,9,4.444444444444445,5.0,2.216659704806667
tale_of_two_cities_TClass_P48,AI,3,2.3333333333333335,2.0,1.247219128924647,0.5345224838248487,1,4,6.333333333333333,6.5,2.211083193570267
tale_of_two_cities_TClass_P49,Human,2,5.5,5.5,4.5,0.8181818181818182,1,10,3.7,4.0,1.3453624047073711
tale_of_two_cities_TClass_P49,AI,2,3.5,3.5,2.5,0.7142857142857143,1,6,4.666666666666667,4.5,1.7950549357115013
tale_of_two_cities_TClass_P50,Human,1,24.0,24.0,0.0,0.0,24,24,4.75,3.5,2.680951323690902
tale_of_two_cities_TClass_P50,AI,3,11.666666666666666,9.0,4.496912521077347,0.3854496446637726,8,18,4.685714285714286,3.0,2.7544398297131494
pride_and_prejudice_TFamil_P1,Human,20,22.05,21.0,17.223457840979552,0.7811091991373946,1,60,4.528473804100228,4.0,2.601643985880508
pride_and_prejudice_TFamil_P1,AI,16,22.25,21.5,13.912674077976527,0.6252887226056866,3,52,5.084985835694051,4.0,2.93240681051401
pride_and_prejudice_TFamil_P2,Human,11,31.272727272727273,29.0,19.339506946290534,0.618414466305802,1,65,4.5,4.0,2.497659723334476
pride_and_prejudice_TFamil_P2,AI,7,33.857142857142854,36.0,12.699027762882046,0.3750767693678242,11,51,5.261603375527426,4.0,2.948059928970022
pride_and_prejudice_TFamil_P3,Human,6,11.666666666666666,9.5,11.484288784634812,0.9843676101115554,1,35,4.371428571428571,3.0,2.3125213733154593
pride_and_prejudice_TFamil_P3,AI,5,13.6,9.0,13.879481258317977,1.0205500925233806,1,38,4.514705882352941,4.0,2.226132540969966
pride_and_prejudice_TFamil_P4,Human,3,7.666666666666667,10.0,4.784233364802441,0.6240304388872749,1,12,3.727272727272727,3.0,2.1570564577644857
pride_and_prejudice_TFamil_P4,AI,3,8.666666666666666,6.0,7.586537784494029,0.8753697443646957,1,19,4.56,4.0,2.624195114697076
pride_and_prejudice_TFamil_P5,Human,2,7.5,7.5,6.5,0.8666666666666667,1,14,4.214285714285714,3.5,2.0416579897080647
